playDispNm,teamAbbr,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playTRB
Jamal Murray,DEN,33,76,18,5,5,1,0,4,11,7,2
Giannis Antetokounmpo,MIL,30,82,11,2,4,0,0,3,13,5,3
Sterling Brown,MIL,26,78,4,1,1,0,0,2,6,2,5
Langston Galloway,DET,23,74,13,0,1,0,0,1,9,5,3
DeMar DeRozan,TOR,34,79,21,4,1,1,0,2,13,6,3
Kyle Lowry,TOR,33,72,17,11,2,0,0,3,11,6,7
Jakob Pöltl,TOR,28,85,13,5,1,2,3,3,7,5,8
Fred VanVleet,TOR,27,72,12,3,2,2,0,1,9,4,3
Aaron Gordon,ORL,31,81,11,3,0,2,1,0,9,4,10
Jonathon Simmons,ORL,28,78,13,3,0,1,0,3,8,5,4
Wesley Iwundu,ORL,19,79,0,0,0,0,0,1,3,0,1
Bojan Bogdanović,IND,35,80,26,2,4,0,1,3,17,10,3
Joseph Young,IND,17,74,6,1,2,1,0,2,6,2,2
Dwight Howard,CHA,26,83,21,0,1,1,1,3,15,10,3
Marvin Williams,CHA,22,81,4,2,2,0,0,1,8,1,9
Al Horford,BOS,21,82,5,4,1,0,0,2,4,2,2
Elfrid Payton,PHO,39,76,19,4,6,0,0,4,12,7,10
Alex Len,PHO,25,85,6,4,1,0,0,3,5,3,11
Shaquille Harrison,PHO,18,76,7,2,0,4,1,1,4,2,5
JaMychal Green,MEM,36,80,12,1,3,0,2,1,14,4,12
Dillon Brooks,MEM,30,79,7,3,2,1,0,4,9,3,2
Mario Chalmers,MEM,18,73,9,4,1,1,0,6,6,2,1
Klay Thompson,GS,37,79,13,0,0,2,0,0,11,5,3
Shaun Livingston,GS,17,79,6,0,0,0,0,3,5,3,1
Ian Mahinmi,WAS,16,82,4,0,3,1,1,2,3,2,3
Russell Westbrook,OKC,42,75,30,7,9,3,1,3,25,11,11
Wesley Matthews,DAL,42,77,11,1,2,2,0,2,14,4,7
Dennis Smith,DAL,40,75,17,6,1,1,0,3,18,6,2
Anthony Davis,NO,37,82,26,1,4,2,0,2,19,9,15
Darius Miller,NO,33,80,11,3,0,1,0,1,8,4,3
Rajon Rondo,NO,32,73,13,12,1,1,0,2,14,6,8
Ian Clark,NO,22,75,10,4,1,1,0,1,10,5,4
Kyle Anderson,SA,28,81,4,2,0,1,1,1,6,2,8
Danny Green,SA,27,78,8,0,0,2,0,1,8,3,5
Rudy Gay,SA,24,81,19,4,2,1,3,1,15,7,5
Joffrey Lauvergne,SA,19,83,14,1,1,0,1,2,9,6,7
James Harden,HOU,33,77,25,7,4,2,1,4,14,7,3
Clint Capela,HOU,33,82,22,0,0,2,0,2,14,9,14
Chris Paul,HOU,29,72,8,8,4,2,1,3,12,3,4
Montrezl Harrell,LAC,29,79,22,2,3,1,1,4,14,9,4
Josh Richardson,MIA,36,78,15,2,4,3,1,3,17,6,3
Ben Simmons,PHI,32,82,18,8,2,2,1,5,14,8,9
T.J. McConnell,PHI,19,74,2,3,0,1,0,0,4,1,0
LeBron James,CLE,39,80,30,8,3,1,0,2,24,12,9
Jarrett Allen,BKN,34,83,15,0,6,0,3,3,9,6,13
Joe Harris,BKN,25,78,11,3,1,0,0,0,9,4,4
Dante Cunningham,BKN,21,80,7,0,1,2,0,2,5,2,6
De'Aaron Fox,SAC,36,75,21,1,5,2,3,2,17,10,2
Nemanja Bjelica,MIN,34,82,8,0,1,1,1,2,5,4,12
Gorgui Dieng,MIN,24,83,2,1,1,0,0,4,4,1,5
C.J. McCollum,POR,38,75,19,2,1,1,1,1,18,7,4
Shabazz Napier,POR,27,73,16,2,1,2,0,1,11,4,3
Jusuf Nurkic,POR,19,83,16,0,2,1,1,3,11,7,6
Aaron Gordon,ORL,36,81,27,2,1,2,1,4,19,10,13
Jonathon Simmons,ORL,30,78,4,2,3,1,0,1,5,2,1
Marvin Williams,CHA,25,81,2,1,1,3,0,5,4,1,2
Dwight Howard,CHA,25,83,6,2,1,0,0,5,7,3,6
Ben Simmons,PHI,34,82,15,7,3,0,1,1,10,6,8
T.J. McConnell,PHI,21,74,0,2,1,0,0,0,2,0,2
Klay Thompson,GS,36,79,15,3,2,1,1,5,9,6,4
Nick Young,GS,23,79,16,1,0,1,0,2,9,5,0
Dennis Smith,DAL,34,75,25,3,1,1,0,1,17,9,1
Wesley Matthews,DAL,31,77,5,4,0,1,0,2,9,2,2
Doug McDermott,DAL,24,80,8,1,2,0,0,1,8,2,7
Lauri Markkanen,CHI,34,84,17,1,0,0,0,2,15,7,12
Kris Dunn,CHI,34,76,18,7,2,1,1,5,12,6,7
Bobby Portis,CHI,34,83,22,2,2,0,0,3,16,9,5
Cristiano Felício,CHI,25,82,8,0,3,0,0,2,5,3,3
Denzel Valentine,CHI,22,77,7,2,1,1,0,1,8,3,3
Wilson Chandler,DEN,31,80,4,0,1,0,1,0,4,1,1
Jamal Murray,DEN,28,76,9,4,2,3,0,6,9,3,2
Mario Chalmers,MEM,34,73,12,6,3,1,2,1,9,3,1
Dillon Brooks,MEM,33,79,13,2,2,1,0,1,11,5,4
Ivan Rabb,MEM,21,82,9,4,1,2,0,2,8,4,7
Bojan Bogdanović,IND,29,80,14,4,2,0,0,1,4,1,4
Giannis Antetokounmpo,MIL,43,82,24,3,3,1,3,4,18,6,10
Sterling Brown,MIL,12,78,3,1,0,0,0,4,3,1,0
DeMar DeRozan,TOR,34,79,23,4,0,3,0,0,17,9,4
Kyle Lowry,TOR,33,72,10,5,1,1,0,3,10,4,7
Fred VanVleet,TOR,29,72,12,3,2,1,1,3,9,2,4
Jakob Pöltl,TOR,22,85,6,0,1,0,3,3,3,3,3
Ian Mahinmi,WAS,14,82,6,1,1,0,1,3,5,2,6
Russell Westbrook,OKC,40,75,43,8,5,1,1,2,25,16,14
Patrick Patterson,OKC,17,81,3,1,0,0,1,0,4,1,1
Elfrid Payton,PHO,39,76,18,8,1,2,2,5,16,6,10
Alex Len,PHO,22,85,7,1,1,0,6,3,5,3,8
Michael Beasley,NY,20,82,7,1,2,0,1,3,7,3,2
Nemanja Bjelica,MIN,45,82,12,1,2,1,0,4,8,3,4
Tyus Jones,MIN,25,72,11,2,1,2,0,3,5,3,4
Donovan Mitchell,UTA,39,75,26,2,3,1,0,3,18,10,4
Rudy Gobert,UTA,36,85,26,1,1,1,4,3,9,7,16
Joe Ingles,UTA,34,80,11,4,5,3,0,1,8,4,3
Ricky Rubio,UTA,31,76,13,7,3,1,0,4,8,3,5
Jae Crowder,UTA,29,78,15,1,2,0,0,5,15,6,3
Derrick Favors,UTA,26,82,15,1,0,1,0,2,8,7,7
Royce O'Neale,UTA,16,78,3,2,0,0,1,1,3,1,1
JaMychal Green,MEM,37,80,10,7,2,3,2,4,12,2,13
Dillon Brooks,MEM,37,79,9,4,2,0,0,2,14,4,3
Mario Chalmers,MEM,28,73,15,3,0,2,0,3,11,5,1
Ivan Rabb,MEM,15,82,5,0,1,0,0,5,3,2,4
Aaron Gordon,ORL,33,81,14,2,3,2,2,5,8,4,8
Jonathon Simmons,ORL,28,78,11,1,2,0,0,3,5,3,6
Jamal Murray,DEN,31,76,16,5,1,1,0,1,11,6,3
Wilson Chandler,DEN,27,80,16,3,2,0,1,3,10,7,2
LeBron James,CLE,42,80,25,15,3,2,0,2,19,8,10
Josh Richardson,MIA,35,78,17,2,0,2,2,3,13,7,4
Al Horford,BOS,31,82,10,3,3,0,0,1,12,4,6
Marcus Smart,BOS,29,76,11,5,1,0,1,3,12,4,6
James Harden,HOU,38,77,26,10,4,5,1,2,18,6,7
Chris Paul,HOU,35,72,15,7,1,1,0,5,11,5,1
Clint Capela,HOU,34,82,8,0,1,1,1,1,6,3,17
Luc Richard Mbah a Moute,HOU,15,80,7,1,1,0,2,2,5,2,0
Pau Gasol,SA,33,84,19,8,2,0,3,2,17,8,10
Rudy Gay,SA,26,81,15,0,2,0,1,3,12,5,8
Danny Green,SA,24,78,7,2,1,0,1,1,7,2,1
Kyle Anderson,SA,22,81,8,5,1,2,0,0,4,4,4
Russell Westbrook,OKC,35,75,30,6,4,0,1,4,31,12,11
Patrick Patterson,OKC,33,81,12,0,1,0,1,2,8,5,6
C.J. McCollum,POR,38,75,28,6,2,1,2,1,20,10,8
Zach Collins,POR,28,84,12,1,2,0,2,2,6,5,5
Pat Connaughton,POR,24,77,6,2,1,2,1,2,6,3,4
Donovan Mitchell,UTA,38,75,27,5,3,0,0,2,15,7,5
Rudy Gobert,UTA,36,85,16,2,1,3,3,2,10,6,12
Joe Ingles,UTA,34,80,8,3,2,1,1,3,8,3,5
Ricky Rubio,UTA,34,76,10,6,3,4,0,3,16,4,8
Derrick Favors,UTA,30,82,15,1,0,0,0,3,10,7,8
Jae Crowder,UTA,28,78,14,1,2,1,1,3,11,4,4
Royce O'Neale,UTA,18,78,0,1,0,0,1,0,2,0,3
De'Aaron Fox,SAC,28,75,17,3,3,2,0,4,14,7,4
Elfrid Payton,PHO,29,76,11,14,2,1,1,1,13,5,10
Marquese Chriss,PHO,18,82,17,1,1,1,4,0,8,5,5
Dwight Howard,CHA,24,83,10,1,1,0,1,2,9,4,10
Cody Zeller,CHA,24,84,6,0,0,1,0,6,4,3,7
Marvin Williams,CHA,22,81,2,0,1,0,1,0,6,1,4
DeMar DeRozan,TOR,36,79,19,8,2,1,0,2,17,7,4
Kyle Lowry,TOR,35,72,14,5,3,0,0,4,13,5,10
Fred VanVleet,TOR,24,72,12,3,4,0,0,2,8,3,3
Bojan Bogdanović,IND,38,80,20,0,2,2,0,2,12,7,4
Joseph Young,IND,11,74,4,2,0,0,0,2,3,1,2
Ian Mahinmi,WAS,24,82,8,1,3,0,1,3,5,3,9
Anthony Davis,NO,37,82,23,1,1,3,3,3,19,9,13
Rajon Rondo,NO,32,73,14,10,1,0,0,3,7,5,9
Darius Miller,NO,23,80,0,1,0,1,0,1,2,0,0
Doug McDermott,DAL,34,80,10,3,1,1,0,3,8,4,1
Dennis Smith,DAL,31,75,23,8,4,1,0,0,22,9,5
Ben Simmons,PHI,35,82,12,15,6,0,2,2,9,6,5
T.J. McConnell,PHI,22,74,6,3,1,0,0,0,6,3,2
Giannis Antetokounmpo,MIL,42,82,35,7,4,2,1,3,23,14,9
Tony Snell,MIL,22,79,7,3,0,1,1,3,4,2,1
Rondae Hollis-Jefferson,BKN,32,79,15,5,0,1,2,4,14,6,8
Joe Harris,BKN,26,78,19,1,1,0,0,3,11,6,5
Dante Cunningham,BKN,22,80,14,1,0,1,0,1,8,5,3
Montrezl Harrell,LAC,14,79,11,0,1,1,0,1,3,3,3
Michael Beasley,NY,25,82,6,2,5,0,1,1,9,3,6
De'Aaron Fox,SAC,29,75,10,2,3,1,0,2,12,4,3
Kosta Koufos,SAC,26,84,12,1,2,0,0,3,10,6,8
LeBron James,CLE,29,80,31,7,3,1,0,2,17,11,7
Giannis Antetokounmpo,MIL,37,82,18,2,2,2,5,1,16,7,12
Tony Snell,MIL,26,79,9,1,2,0,0,1,5,3,1
Bojan Bogdanović,IND,35,80,29,3,0,2,0,0,13,9,4
Marquese Chriss,PHO,27,82,12,1,1,0,1,2,9,5,6
Elfrid Payton,PHO,24,76,9,2,2,0,1,4,10,3,5
Shaquille Harrison,PHO,24,76,6,1,2,1,0,4,8,3,5
Marcus Smart,BOS,26,76,7,4,2,0,0,0,7,2,2
Al Horford,BOS,22,82,13,2,1,1,1,1,8,6,7
Greg Monroe,BOS,19,83,10,0,5,1,1,1,7,5,9
Lauri Markkanen,CHI,30,84,12,1,0,1,1,1,10,5,4
Denzel Valentine,CHI,29,77,20,2,2,2,1,3,11,7,5
Kris Dunn,CHI,28,76,7,4,3,1,0,3,10,3,4
Bobby Portis,CHI,27,83,7,1,2,0,0,1,8,2,6
Cristiano Felício,CHI,22,82,8,1,0,1,0,2,5,4,5
Dillon Brooks,MEM,35,79,21,1,5,0,0,3,17,9,4
JaMychal Green,MEM,33,80,14,5,5,0,2,5,12,6,15
LaMarcus Aldridge,SA,31,83,7,1,2,1,1,1,8,2,8
Kyle Anderson,SA,26,81,11,4,2,5,0,1,5,3,2
Danny Green,SA,26,78,14,0,0,2,1,0,9,5,3
Pau Gasol,SA,24,84,2,4,3,2,2,1,4,0,7
Aaron Gordon,ORL,33,81,13,1,1,0,0,3,18,4,6
Jonathon Simmons,ORL,29,78,4,2,0,1,0,5,3,1,1
Donovan Mitchell,UTA,41,75,19,4,1,1,1,4,16,6,5
Joe Ingles,UTA,38,80,18,8,2,3,1,2,15,7,7
Rudy Gobert,UTA,37,85,21,0,2,1,2,3,10,9,17
Ricky Rubio,UTA,35,76,12,8,2,1,0,5,9,6,4
Jae Crowder,UTA,28,78,4,1,2,0,0,1,9,1,1
Jonas Jerebko,UTA,20,81,12,0,0,1,0,1,6,4,4
Royce O'Neale,UTA,17,78,2,2,3,0,0,1,3,1,2
C.J. McCollum,POR,38,75,22,5,0,1,0,2,15,6,5
Jusuf Nurkic,POR,29,83,16,3,3,0,1,4,13,6,16
Shabazz Napier,POR,27,73,7,1,0,1,2,2,5,2,5
Pat Connaughton,POR,18,77,5,2,1,1,1,4,4,2,0
Ben Simmons,PHI,33,82,16,13,1,0,0,1,9,8,8
Dwight Howard,CHA,30,83,30,0,3,1,3,2,17,12,6
Marvin Williams,CHA,24,81,11,1,0,1,0,0,10,4,5
Fred VanVleet,TOR,29,72,4,7,0,3,2,2,7,1,3
DeMar DeRozan,TOR,28,79,25,4,4,1,0,4,12,6,3
Kyle Lowry,TOR,23,72,4,7,0,1,0,4,6,2,2
Jakob Pöltl,TOR,21,85,6,1,1,2,3,2,8,3,9
Josh Richardson,MIA,35,78,16,2,3,3,0,3,9,5,2
Kelly Olynyk,MIA,25,84,3,5,2,1,0,5,7,1,9
Mike Scott,WAS,27,80,8,0,1,1,0,1,6,3,2
James Harden,HOU,36,77,23,11,10,4,1,4,13,8,5
Chris Paul,HOU,33,72,25,5,2,3,0,2,14,7,4
Clint Capela,HOU,27,82,10,1,0,0,2,3,6,4,3
Luc Richard Mbah a Moute,HOU,24,80,11,2,0,0,0,2,3,3,3
Russell Westbrook,OKC,39,75,32,7,9,1,1,4,27,15,4
Wilson Chandler,DEN,32,80,21,0,3,0,0,0,12,7,3
Jamal Murray,DEN,24,76,6,0,0,0,1,0,8,2,0
Dennis Smith,DAL,35,75,18,11,1,1,0,1,16,7,5
Doug McDermott,DAL,27,80,15,2,1,0,0,3,8,4,2
Michael Beasley,NY,25,82,16,3,1,1,1,2,13,8,4
Lance Thomas,NY,20,80,6,1,3,1,0,2,2,2,2
C.J. McCollum,POR,35,75,19,4,2,1,0,1,18,7,6
Shabazz Napier,POR,26,73,12,4,2,1,0,1,5,2,2
Pat Connaughton,POR,24,77,8,3,0,0,0,1,8,3,2
Zach Collins,POR,23,84,5,2,4,0,0,3,7,1,10
Rondae Hollis-Jefferson,BKN,25,79,9,3,2,0,0,3,9,2,6
Dante Cunningham,BKN,24,80,7,1,1,0,0,1,4,3,4
Klay Thompson,GS,38,79,18,5,2,1,0,1,15,8,5
Anthony Davis,NO,37,82,41,2,4,3,3,3,31,17,13
Rajon Rondo,NO,29,73,13,9,0,2,0,2,10,5,3
Ian Clark,NO,25,75,9,2,1,0,0,1,7,2,3
Darius Miller,NO,25,80,5,1,0,0,2,2,5,2,3
Montrezl Harrell,LAC,31,79,26,2,1,1,0,5,17,11,8
Rudy Gobert,UTA,39,85,23,0,2,1,1,3,14,10,14
Donovan Mitchell,UTA,36,75,20,6,6,1,0,3,15,6,3
Joe Ingles,UTA,35,80,11,10,1,1,0,3,8,4,4
Ricky Rubio,UTA,33,76,18,7,2,3,0,4,18,8,6
Jae Crowder,UTA,28,78,16,2,0,0,0,2,13,7,4
Derrick Favors,UTA,26,82,7,1,0,0,2,1,6,3,7
Royce O'Neale,UTA,20,78,4,0,1,1,0,0,2,1,2
Bojan Bogdanović,IND,33,80,13,1,1,2,0,1,10,4,4
Dillon Brooks,MEM,28,79,29,2,0,2,0,2,18,10,1
JaMychal Green,MEM,27,80,11,1,1,0,0,1,6,5,8
Lauri Markkanen,CHI,35,84,22,0,1,1,0,1,14,8,6
Kris Dunn,CHI,32,76,21,9,6,3,1,5,11,6,3
Bobby Portis,CHI,30,83,15,2,3,2,0,5,12,6,10
Denzel Valentine,CHI,21,77,1,4,1,0,0,0,8,0,1
Cristiano Felício,CHI,18,82,1,0,0,0,0,4,0,0,8
DeMar DeRozan,TOR,43,79,42,6,1,0,0,1,28,16,4
Kyle Lowry,TOR,41,72,15,15,1,4,0,3,8,4,7
Norman Powell,TOR,28,76,17,0,0,0,1,3,12,7,4
Fred VanVleet,TOR,25,72,6,2,2,1,1,2,10,2,5
James Harden,HOU,35,77,26,6,5,4,1,2,20,8,5
Chris Paul,HOU,34,72,16,11,2,0,0,2,12,5,5
Luc Richard Mbah a Moute,HOU,30,80,11,0,4,1,1,3,6,4,7
Clint Capela,HOU,19,82,10,0,0,0,1,2,7,4,8
Giannis Antetokounmpo,MIL,38,82,30,1,6,1,2,4,20,12,7
Sterling Brown,MIL,27,78,15,0,0,0,0,1,12,6,5
Tony Snell,MIL,25,79,3,3,0,2,0,2,4,1,0
Rajon Rondo,NO,32,73,6,7,1,1,0,1,6,3,4
Darius Miller,NO,29,80,3,3,1,0,1,2,4,1,1
Anthony Davis,NO,23,82,17,1,3,2,5,2,11,7,5
Ian Clark,NO,19,75,11,3,1,0,0,4,11,5,2
Frank Mason,SAC,29,71,16,6,0,1,1,0,10,5,1
Kosta Koufos,SAC,20,84,6,1,0,0,1,3,8,3,10
LeBron James,CLE,39,80,39,10,3,1,0,2,25,15,8
Wilson Chandler,DEN,36,80,3,3,1,2,0,4,8,1,7
Jamal Murray,DEN,27,76,11,3,3,0,0,1,10,5,7
Aaron Gordon,ORL,36,81,28,2,3,0,1,1,20,11,14
Jonathon Simmons,ORL,35,78,9,7,4,1,0,3,6,2,5
Rondae Hollis-Jefferson,BKN,30,79,18,4,2,1,2,2,13,7,12
Dante Cunningham,BKN,25,80,3,0,0,0,1,2,3,1,5
Dwight Howard,CHA,27,83,19,0,1,1,3,3,8,5,7
Marvin Williams,CHA,26,81,7,1,0,0,1,1,7,3,3
Ben Simmons,PHI,35,82,10,8,5,3,2,2,10,5,8
Kelly Olynyk,MIA,24,84,10,2,2,1,1,4,6,4,7
Josh Richardson,MIA,22,78,13,2,1,1,1,2,12,5,4
Al Horford,BOS,34,82,20,6,1,0,1,1,14,8,8
Marcus Smart,BOS,33,76,9,6,2,2,0,1,7,2,2
Nemanja Bjelica,MIN,40,82,30,2,2,0,0,6,16,11,12
Tyus Jones,MIN,17,72,5,2,2,0,0,1,5,2,0
Elfrid Payton,PHO,30,76,6,6,3,2,0,4,13,3,5
Marquese Chriss,PHO,24,82,5,0,0,1,0,2,6,2,4
Shaquille Harrison,PHO,20,76,9,3,1,1,1,2,6,3,4
Russell Westbrook,OKC,29,75,27,9,2,0,0,1,14,11,8
Patrick Patterson,OKC,21,81,0,1,2,0,1,1,2,0,5
LaMarcus Aldridge,SA,37,83,30,4,2,0,0,1,20,11,17
Kyle Anderson,SA,33,81,12,4,1,5,0,4,12,5,11
Danny Green,SA,21,78,2,1,0,0,1,1,5,1,0
Klay Thompson,GS,36,79,13,6,0,1,0,0,16,5,2
Nick Young,GS,27,79,12,1,1,1,0,3,9,4,2
Shaun Livingston,GS,24,79,9,7,2,0,1,2,10,4,7
Quinn Cook,GS,22,74,2,1,1,0,0,1,6,1,1
Denzel Valentine,CHI,31,77,4,5,0,2,0,4,7,2,8
Bobby Portis,CHI,28,83,2,5,4,2,0,3,10,1,5
Lauri Markkanen,CHI,27,84,6,2,0,0,0,0,12,3,8
Kris Dunn,CHI,25,76,13,4,0,3,0,3,12,6,1
Cameron Payne,CHI,23,74,17,0,2,2,0,2,10,6,1
Bojan Bogdanović,IND,30,80,21,2,2,2,0,1,15,8,3
James Harden,HOU,33,77,40,4,4,1,1,1,22,15,2
Chris Paul,HOU,33,72,14,3,2,3,0,4,13,5,3
Clint Capela,HOU,26,82,13,1,3,2,0,3,11,6,13
Luc Richard Mbah a Moute,HOU,24,80,3,2,1,0,1,0,2,1,3
DeMar DeRozan,TOR,37,79,23,2,3,0,0,3,19,8,7
Kyle Lowry,TOR,33,72,30,6,3,1,0,2,14,10,3
Norman Powell,TOR,31,76,2,3,1,0,0,2,6,1,3
Fred VanVleet,TOR,23,72,11,5,2,1,1,2,13,5,2
Donovan Mitchell,UTA,35,75,12,6,5,2,1,5,15,4,5
Rudy Gobert,UTA,34,85,4,1,3,2,2,3,5,2,10
Jae Crowder,UTA,34,78,22,3,0,1,1,1,12,7,1
Joe Ingles,UTA,32,80,16,3,3,2,0,1,10,6,5
Ricky Rubio,UTA,31,76,15,5,1,0,0,3,10,3,10
Derrick Favors,UTA,28,82,12,0,4,1,3,3,7,5,4
Royce O'Neale,UTA,19,78,6,3,1,1,1,0,7,3,7
Dillon Brooks,MEM,32,79,18,1,4,0,0,3,16,7,3
JaMychal Green,MEM,31,80,2,3,0,0,0,2,8,1,5
Lance Thomas,NY,33,80,5,2,1,1,1,5,5,2,5
Michael Beasley,NY,23,82,4,3,1,0,0,3,8,2,3
Giannis Antetokounmpo,MIL,35,82,28,5,1,2,2,2,15,7,10
Tony Snell,MIL,27,79,0,5,1,0,0,2,3,0,1
Sterling Brown,MIL,22,78,11,1,1,0,0,1,5,3,7
Darius Miller,NO,33,80,20,1,3,0,1,4,11,6,0
Ian Clark,NO,32,75,8,4,1,1,0,1,13,4,3
DeAndre Liggins,NO,22,78,10,5,0,0,0,1,5,4,3
Jamal Murray,DEN,35,76,22,8,4,4,1,0,12,5,3
Klay Thompson,GS,36,79,25,3,3,1,0,3,19,9,2
Quinn Cook,GS,30,74,8,0,0,0,0,2,8,3,1
Nick Young,GS,24,79,3,0,0,0,0,1,4,1,3
C.J. McCollum,POR,38,75,30,1,1,0,1,1,19,10,4
Zach Collins,POR,26,84,12,1,1,1,0,3,6,5,4
Jusuf Nurkic,POR,21,83,10,1,3,0,0,2,8,5,11
Jonathon Simmons,ORL,35,78,25,1,1,1,0,1,15,9,5
Jonathan Isaac,ORL,26,82,6,0,1,2,1,0,8,2,2
Wesley Iwundu,ORL,23,79,5,1,0,1,0,3,4,1,3
Kosta Koufos,SAC,38,84,18,0,1,0,0,3,12,9,13
Frank Mason,SAC,28,71,7,6,5,3,0,3,12,2,10
LeBron James,CLE,39,80,25,6,5,2,3,2,20,11,10
Montrezl Harrell,LAC,20,79,20,0,2,0,1,1,13,8,5
Elfrid Payton,PHO,27,76,14,3,2,1,0,4,13,7,3
Shaquille Harrison,PHO,21,76,14,4,3,2,1,3,10,6,2
Dwight Howard,CHA,37,83,30,1,1,1,4,3,15,10,12
Marvin Williams,CHA,27,81,16,2,1,3,1,3,10,5,3
Wayne Ellington,MIA,24,76,17,2,1,1,0,2,11,5,3
Kelly Olynyk,MIA,22,84,13,2,2,1,2,3,5,4,11
Josh Richardson,MIA,21,78,13,4,1,2,0,0,6,6,1
Dillon Brooks,MEM,30,79,17,1,3,1,0,1,15,6,6
JaMychal Green,MEM,29,80,14,2,1,1,0,4,13,5,10
Wesley Matthews,DAL,25,77,6,2,0,1,1,4,7,2,2
Doug McDermott,DAL,25,80,20,0,1,0,1,2,10,7,7
Kyle Anderson,SA,26,81,6,2,2,2,1,1,7,3,4
LaMarcus Aldridge,SA,26,83,11,1,3,1,0,5,16,5,7
Pau Gasol,SA,25,84,8,3,1,0,1,2,8,3,7
Rudy Gay,SA,23,81,14,1,0,0,0,0,14,7,6
Russell Westbrook,OKC,36,75,21,10,5,1,0,1,15,7,12
Patrick Patterson,OKC,21,81,10,2,0,1,0,0,7,4,4
Jonathon Simmons,ORL,35,78,24,7,5,2,0,1,13,7,2
Jonathan Isaac,ORL,25,82,9,1,0,4,1,2,10,4,5
Wesley Iwundu,ORL,24,79,3,1,0,2,0,3,5,1,4
DeMar DeRozan,TOR,28,79,9,5,1,0,0,2,16,4,4
Kyle Lowry,TOR,28,72,16,7,1,2,0,2,8,3,4
Norman Powell,TOR,22,76,7,1,2,0,0,3,7,3,1
Jakob Pöltl,TOR,21,85,10,3,1,0,0,1,8,5,8
Michael Beasley,NY,30,82,10,1,2,0,0,5,7,4,11
Kris Dunn,CHI,31,76,13,5,1,3,0,4,13,5,2
Lauri Markkanen,CHI,29,84,19,0,1,1,1,2,13,6,8
Bobby Portis,CHI,27,83,21,5,0,1,0,3,16,9,10
Denzel Valentine,CHI,26,77,12,7,2,1,0,3,10,5,6
Antonio Blakeney,CHI,19,76,14,1,0,1,0,2,9,6,3
Klay Thompson,GS,40,79,21,5,4,0,1,0,22,8,4
Quinn Cook,GS,29,74,4,2,3,0,0,3,7,2,4
Nick Young,GS,22,79,0,0,0,1,1,2,4,0,2
Shaun Livingston,GS,21,79,8,1,1,0,0,0,6,3,4
Nemanja Bjelica,MIN,40,82,10,4,1,3,2,3,12,4,7
Tyus Jones,MIN,12,72,8,2,1,0,0,0,5,4,2
Donovan Mitchell,UTA,41,75,27,4,2,1,0,2,21,10,3
Rudy Gobert,UTA,40,85,19,3,1,0,2,2,13,5,16
Joe Ingles,UTA,36,80,20,5,4,1,0,1,11,7,3
Ricky Rubio,UTA,35,76,30,7,5,0,0,4,22,10,10
Jae Crowder,UTA,32,78,5,0,1,0,1,3,11,1,4
Derrick Favors,UTA,19,82,6,3,0,0,0,3,4,3,7
Royce O'Neale,UTA,16,78,3,0,0,2,0,2,7,1,6
Anthony Davis,NO,40,82,25,3,2,3,10,1,22,9,11
Darius Miller,NO,33,80,11,4,1,1,1,3,9,5,3
Ian Clark,NO,26,75,14,0,0,0,0,4,11,6,2
Rajon Rondo,NO,23,73,4,8,2,0,0,2,5,2,3
De'Aaron Fox,SAC,30,75,12,9,0,0,0,2,9,4,3
Kosta Koufos,SAC,20,84,14,0,0,1,0,2,10,7,10
Jamal Murray,DEN,29,76,20,5,1,0,0,0,16,8,3
Wilson Chandler,DEN,26,80,16,3,0,0,1,1,9,6,6
Luc Richard Mbah a Moute,HOU,32,80,7,1,2,1,0,1,7,3,2
Chris Paul,HOU,30,72,24,12,2,0,0,4,18,9,5
Clint Capela,HOU,23,82,4,0,1,0,2,1,3,2,8
Tarik Black,HOU,22,80,6,0,0,1,2,3,3,2,9
Dennis Smith,DAL,31,75,4,4,3,1,0,3,12,2,2
Doug McDermott,DAL,27,80,4,1,2,0,0,4,7,1,3
Kyle Collinsworth,DAL,25,78,5,2,2,1,1,4,6,2,10
Bojan Bogdanović,IND,29,80,14,3,1,0,1,2,7,4,3
Marcus Smart,BOS,36,76,20,8,4,4,0,0,13,6,7
Daniel Theis,BOS,19,81,5,2,0,0,1,2,4,2,3
Greg Monroe,BOS,17,83,8,2,1,0,2,3,7,4,4
Ben Simmons,PHI,29,82,11,6,1,0,0,3,9,4,6
T.J. McConnell,PHI,29,74,10,6,3,4,0,3,9,5,4
Joe Harris,BKN,26,78,5,0,2,0,1,3,5,1,1
Rondae Hollis-Jefferson,BKN,23,79,12,1,2,0,1,1,9,6,6
LeBron James,CLE,31,80,24,7,2,1,1,0,20,9,10
Bryn Forbes,SA,25,75,14,3,0,1,0,1,8,4,2
Rudy Gay,SA,24,81,13,0,4,0,0,3,15,6,5
Joffrey Lauvergne,SA,19,83,2,2,2,0,0,1,4,1,6
Derrick White,SA,19,77,14,1,0,0,1,0,8,4,4
James Harden,HOU,29,77,28,6,3,0,0,3,17,6,6
Clint Capela,HOU,26,82,13,0,3,1,1,5,7,6,9
Chris Paul,HOU,23,72,18,9,1,1,0,1,11,8,3
Luc Richard Mbah a Moute,HOU,22,80,9,1,1,0,0,1,4,4,3
Tony Snell,MIL,31,79,12,4,1,2,0,3,7,4,0
